倒序	倒序 ‮
牽手	牽手 👫 👬 👭
签	签 🏷
鉛筆	鉛筆 ✏
籤	籤 🏷
前	前 ⬆
钱	钱 💰
钱包	钱包 👛
钱包丢了	钱包丢了 💸
钱币	钱币 💲
钱袋	钱袋 👛 💰
钱丢了	钱丢了 💸
钱飞了	钱飞了 💸
钱夹	钱夹 👛
乾杯	乾杯 🍻
錢	錢 💰
錢包	錢包 👛
錢包丟了	錢包丟了 💸
錢幣	錢幣 💲
錢袋	錢袋 👛 💰
錢丟了	錢丟了 💸
錢飛了	錢飛了 💸
錢夾	錢夾 👛
枪	枪 🔫
枪械	枪械 🔫
槍	槍 🔫
槍械	槍械 🔫
強壯	強壯 💪
强壮	强壮 💪
蔷薇	蔷薇 🌹
薔薇	薔薇 🌹
悄悄	悄悄 😷
敲打	敲打 🔨
乔治亚	乔治亚 🇬🇪
喬治亞	喬治亞 🇬🇪
喬治亞共和國	喬治亞共和國 🇬🇪
巧克力	巧克力 🍫
巧克力棒	巧克力棒 🍫
巧克力饼	巧克力饼 🍪
巧克力餅	巧克力餅 🍪
巧克力圈	巧克力圈 🍩
切	切 😏 😝
切换输入	切换输入 🔤
切換輸入	切換輸入 🔤
茄	茄 🍆
茄子	茄子 🍆
亲	亲 😘
亲爱	亲爱 😚
亲昵	亲昵 😽
亲亲	亲亲 💋 😘 😚 😽
亲吻	亲吻 👨‍❤‍💋‍👨 👩‍❤‍💋‍👩 💏 😚
亲一个	亲一个 😙 😽
亲一口	亲一口 💋 😚 😽
亲嘴	亲嘴 💋 💏 😙 😽
親	親 😘
親愛	親愛 😚
親暱	親暱 😽
親親	親親 💋 😘 😚 😽
親吻	親吻 👨‍❤‍💋‍👨 👩‍❤‍💋‍👩 💏 😚
親一個	親一個 😙 😽
親一口	親一口 💋 😚 😽
親嘴	親嘴 💋 💏 😙 😽
琴键	琴键 🎹
琴鍵	琴鍵 🎹
琴谱	琴谱 🎼
琴譜	琴譜 🎼
青虫	青虫 🐛
青蟲	青蟲 🐛
青筋	青筋 💢
青龙	青龙 🐉
青龍	青龍 🐉
青苗	青苗 🌱
青苹果	青苹果 🍏
青蘋果	青蘋果 🍏
青蛙	青蛙 🐸
青蛙脸	青蛙脸 🐸
青蛙臉	青蛙臉 🐸
青心	青心 💙
氢弹	氢弹 ☢
轻轨	轻轨 Ⓜ 🚈
轻轨电车	轻轨电车 🚈
轻松	轻松 😉
氫彈	氫彈 ☢
清晨	清晨 🌄
清除	清除 🆑
清酒	清酒 🍶
清空	清空 🆑
清凉	清凉 🆒
清涼	清涼 🆒
清零	清零 🆑
清零键	清零键 🆑
清零鍵	清零鍵 🆑
清真寺	清真寺 🕌
輕軌	輕軌 Ⓜ 🚈
輕軌電車	輕軌電車 🚈
輕鬆	輕鬆 😉
情报	情报 🔎
情報	情報 🔎
情侣	情侣 👫 💑
情侣酒店	情侣酒店 🏩
情侶	情侶 👫 💑
情侶酒店	情侶酒店 🏩
情人酒店	情人酒店 🏩
情书	情书 💌
情書	情書 💌
晴	晴 ☀
晴间多云	晴间多云 ⛅
晴間多雲	晴間多雲 ⛅
晴空	晴空 ☀
晴朗	晴朗 ☀
晴时多云	晴时多云 🌤
晴時多雲	晴時多雲 🌤
晴天	晴天 ☀
请勿乱扔	请勿乱扔 🚯
請勿亂扔	請勿亂扔 🚯
庆典	庆典 🎈 🎉 🎊
庆祝	庆祝 ❇ ㊗ 🍻 🎀 🎁 🎂 🎃 🎄 🎅 🎆 🎇 🎈 🎉 🎊 🎋 🎎 🎏 🎐 🎑 🎓 🏮 🙌
慶典	慶典 🎈 🎉 🎊
慶祝	慶祝 ❇ ㊗ 🍻 🎀 🎁 🎂 🎃 🎄 🎅 🎆 🎇 🎈 🎉 🎊 🎋 🎎 🎏 🎐 🎑 🎓 🏮 🙌
邱比特	邱比特 💘
求救	求救 🆘
球洞	球洞 🕳
球杆	球杆 🏑 🏒
球桿	球桿 🏑 🏒
球拍	球拍 🏓 🏸
球鞋	球鞋 👟
曲棍球	曲棍球 🏑 🏒
曲谱	曲谱 🎼
曲譜	曲譜 🎼
曲奇	曲奇 🍪
取款	取款 🏧
取款机	取款机 🏧
取款機	取款機 🏧
取钱	取钱 🏧
取錢	取錢 🏧
圈圈	圈圈 ⭕
全家	全家 👨‍👩‍👦 👨‍👩‍👦‍👦 👨‍👩‍👧 👨‍👩‍👧‍👦 👨‍👩‍👧‍👧
拳	拳 👊
拳头	拳头 ✊ 👊
拳头手势	拳头手势 👊
拳頭	拳頭 ✊ 👊
拳頭手勢	拳頭手勢 👊
犬	犬 🐕
缺月	缺月 🌖
确定	确定 ☑ ✅
确认手势	确认手势 👌
確定	確定 ☑ ✅
確認手勢	確認手勢 👌
裙子	裙子 👗
羣花	羣花 🌼
群岛	群岛 🗾
群島	群島 🗾
群花	群花 🌼
燃料	燃料 ⛽
燃料泵	燃料泵 ⛽
燃烧	燃烧 🔥
燃燒	燃燒 🔥
让利	让利 🈹
让人失望	让人失望 ☹
讓利	讓利 🈹
讓人失望	讓人失望 ☹
热茶	热茶 🍵
热带饮品	热带饮品 🍹
热带鱼	热带鱼 🐠
热狗	热狗 🌭
热恋中	热恋中 💑
热气腾腾	热气腾腾 🍲
热情	热情 ❤
热水	热水 ♨
热汤	热汤 ♨
热饮	热饮 ☕
熱茶	熱茶 🍵
熱帶飲品	熱帶飲品 🍹
熱帶魚	熱帶魚 🐠
熱狗	熱狗 🌭
熱戀中	熱戀中 💑
熱氣騰騰	熱氣騰騰 🍲
熱情	熱情 ❤
熱水	熱水 ♨
熱湯	熱湯 ♨
熱飲	熱飲 ☕
人工智能	人工智能 🤖
人民币	人民币 💴
人民幣	人民幣 💴
人造卫星	人造卫星 🛰
人造衛星	人造衛星 🛰
认不得	认不得 😲
認不得	認不得 😲
日	日 🌞
日本	日本 🇯🇵
日本城堡	日本城堡 🏯
日本国旗	日本国旗 🇯🇵
日本國旗	日本國旗 🇯🇵
日本男儿节	日本男儿节 🎏
日本男兒節	日本男兒節 🎏
日本女儿节	日本女儿节 🎎
日本女兒節	日本女兒節 🎎
日本娃娃	日本娃娃 🎎
日本新年	日本新年 🎍
日本邮局	日本邮局 🏣
日本郵局	日本郵局 🏣
日出	日出 🌄 🌅
日耳曼战车	日耳曼战车 🇩🇪
日耳曼戰車	日耳曼戰車 🇩🇪
日光	日光 🌞
日火	日火 👿
日历	日历 📅 📆
日曆	日曆 📅 📆
日落	日落 🌇
日暮	日暮 🌇
日期	日期 📅
日式服装	日式服装 👘
日式服裝	日式服裝 👘
日式人偶	日式人偶 🎎
日元	日元 💴
日圆	日圆 💴
日圓	日圓 💴
日章旗	日章旗 🇯🇵
肉串	肉串 🍖
肉骨	肉骨 🍖
肉丸	肉丸 🍡
如厕	如厕 🚾
如廁	如廁 🚾
乳酪	乳酪 🧀
乳牛	乳牛 🐄
入场券	入场券 🎟 🎫
入場券	入場券 🎟 🎫
软碟	软碟 💾
软盘	软盘 💾
軟碟	軟碟 💾
軟盤	軟盤 💾
瑞典	瑞典 🇸🇪
瑞士	瑞士 🇨🇭
撒拉威阿拉伯	撒拉威阿拉伯 🇪🇭
洒水	洒水 💦
灑水	灑水 💦
萨巴	萨巴 🇧🇶
萨尔瓦多	萨尔瓦多 🇸🇻
萨尔瓦多共和国	萨尔瓦多共和国 🇸🇻
萨克斯	萨克斯 🎷
萨克斯风	萨克斯风 🎷
萨摩亚	萨摩亚 🇼🇸
萨摩亚群岛	萨摩亚群岛 🇼🇸
薩巴	薩巴 🇧🇶
薩爾瓦多	薩爾瓦多 🇸🇻
薩爾瓦多共和國	薩爾瓦多共和國 ??🇻
薩克斯	薩克斯 🎷
薩克斯風	薩克斯風 🎷
薩摩亞	薩摩亞 🇼🇸
薩摩亞群島	薩摩亞群島 🇼🇸
塞尔维亚	塞尔维亚 🇷🇸
塞爾維亞	塞爾維亞 🇷🇸
塞拉利昂	塞拉利昂 🇸🇱
塞内加尔	塞内加尔 🇸🇳
塞内加爾	塞内加爾 🇸🇳
塞內加爾	塞內加爾 🇸🇳
塞浦路斯	塞浦路斯 🇨🇾
塞舌尔	塞舌尔 🇸🇨
塞舌爾	塞舌爾 🇸🇨
塞席尔	塞席尔 🇸🇨
塞席爾	塞席爾 🇸🇨
塞著	塞著 😧
赛车	赛车 🏁 🏎
赛车比赛	赛车比赛 🏁
赛马	赛马 🏇
赛跑	赛跑 🏃
赛普勒斯	赛普勒斯 🇨🇾
赛艇	赛艇 🚣 🚤
賽車	賽車 🏁 🏎
賽車比賽	賽車比賽 🏁
賽馬	賽馬 🏇
賽跑	賽跑 🏃
賽普勒斯	賽普勒斯 🇨🇾
賽艇	賽艇 🚣 🚤
三	三 3⃣
三叉戟	三叉戟 🔱
三点	三点 🕒
三点半	三点半 🕞
三点钟	三点钟 🕒
三点装	三点装 👙
三點	三點 🕒
三點半	三點半 🕞
三點鐘	三點鐘 🕒
三點裝	三點裝 👙
三戟叉	三戟叉 🔱
三角	三角 ▶ ◀
三角尺	三角尺 📐
三角旗	三角旗 🚩
三叶草	三叶草 ☘
三葉草	三葉草 ☘
伞	伞 🌂
傘	傘 🌂
桑巴舞者	桑巴舞者 🇧🇷
色子	色子 🎲
裇	裇 👕 👚
森巴舞者	森巴舞者 🇧🇷
森林	森林 🌲
沙冰	沙冰 🍧
沙发	沙发 🛋
沙發	沙發 🛋
沙漏	沙漏 ⌛ ⏳
沙漠	沙漠 🌵 🏜
沙滩	沙滩 🏖
沙滩伞	沙滩伞 ⛱
沙滩阳伞	沙滩阳伞 ⛱
沙灘	沙灘 🏖
沙灘傘	沙灘傘 ⛱
沙灘陽傘	沙灘陽傘 ⛱
沙特阿拉伯	沙特阿拉伯 🇸🇦
沙乌地阿拉伯	沙乌地阿拉伯 🇸🇦
沙烏地阿拉伯	沙烏地阿拉伯 🇸🇦
沙中之国	沙中之国 🇳🇪
沙中之國	沙中之國 🇳🇪
砂漏	砂漏 ⌛
傻	傻 🐷
傻屄	傻屄 🐷
傻逼	傻逼 🐷
傻冒	傻冒 🐷
傻笑	傻笑 😆
啥啊	啥啊 😲
啥也沒說	啥也沒說 🙊
啥也没说	啥也没说 🙊
山	山 ⛰
山地车	山地车 🚴 🚵
山地車	山地車 🚴 🚵
山地单车	山地单车 🚵
山地單車	山地單車 🚵
山地骑行	山地骑行 🚵
山地騎行	山地騎行 🚵
山地自行车	山地自行车 🚵
山地自行車	山地自行車 🚵
山顶缆车	山顶缆车 🚠
山頂纜車	山頂纜車 🚠
山峰	山峰 ⛰
山轨	山轨 🚞
山軌	山軌 🚞
山间日出	山间日出 🌄
山間日出	山間日出 🌄
山岭	山岭 ⛰
山嶺	山嶺 ⛰
山脉	山脉 ⛰
山脈	山脈 ⛰
山姆大叔	山姆大叔 🇺🇸
山水	山水 🏞
山羊	山羊 🐐
闪电	闪电 ⚡ 🌩
闪光灯	闪光灯 📸
闪亮	闪亮 ✨
闪亮的心	闪亮的心 💖
闪亮之心	闪亮之心 💖
闪闪发光	闪闪发光 🌟
闪烁	闪烁 ✨
閃電	閃電 ⚡ 🌩
閃光燈	閃光燈 📸
閃亮	閃亮 ✨
閃亮的心	閃亮的心 💖
閃亮之心	閃亮之心 💖
閃喨的心	閃喨的心 💖
閃閃發光	閃閃發光 🌟
閃爍	閃爍 ✨
扇贝	扇贝 🐚
扇貝	扇貝 🐚
伤	伤 🤕
伤了	伤了 🤕
伤心	伤心 💔 😣 😩 😿
商标	商标 ™
商標	商標 ™
商场	商场 🏬
商場	商場 🏬
商贩	商贩 👲
商販	商販 👲
商务	商务 ☎ ✉ 💱 💼 📁 📂 📃 📄 📅 📆 📇 📈 📉 📊 📋 📌 📍 📎 📏 📐 📑 📒 📓 📔 📕 📖 📗 📘 📙 📚 📛 📜 📞 📟 📤 📥 📧 📨 📪 📬 📭 🔃
商務	商務 ☎ ✉ 💱 💼 📁 📂 📃 📄 📅 📆 📇 📈 📉 📊 📋 📌 📍 📎 📏 📐 📑 📒 📓 📔 📕 📖 📗 📘 📙 📚 📛 📜 📞 📟 📤 📥 📧 📨 📪 📬 📭 🔃
傷	傷 🤕
傷了	傷了 🤕
傷心	傷心 💔 😣 😩 😿
上	上 ⬆
上班	上班 💼
上边	上边 👆
上邊	上邊 👆
上厕所	上厕所 🚾
上廁所	上廁所 🚾
上传	上传 ⏫
上傳	上傳 ⏫
上方	上方 🔝
上面	上面 👆
上色	上色 🎨
上锁	上锁 🔒
上鎖	上鎖 🔒
上头	上头 👆
上頭	上頭 👆
上下	上下 ↕
上下颠倒	上下颠倒 🙃
上下顛倒	上下顛倒 🙃
上下箭头	上下箭头 ↕
上下箭頭	上下箭頭 ↕
上弦月	上弦月 🌓 🌛
上学	上学 🎒
上學	上學 🎒
上一个	上一个 ◀
上一個	上一個 ◀
上一首	上一首 ⏮
上衣	上衣 👕 👚
尚比亚	尚比亚 🇿🇲
尚比亞	尚比亞 🇿🇲
烧火	烧火 🔥
烧瓶	烧瓶 ⚗
烧著	烧著 🔥
蛸	蛸 🐙
燒火	燒火 🔥
燒瓶	燒瓶 ⚗
燒著	燒著 🔥
少儿不宜	少儿不宜 🔞
少兒不宜	少兒不宜 🔞
舌	舌 👅
舌头	舌头 👅
舌頭	舌頭 👅
蛇	蛇 🐍
蛇夫座	蛇夫座 ⛎
蛇年	蛇年 🐍
蛇头	蛇头 🐍
蛇頭	蛇頭 🐍
射箭	射箭 🏹
射手座	射手座 ♐
摄像	摄像 🎦 📹
摄像机	摄像机 📹
摄影	摄影 📹
摄影机	摄影机 🎥 📹
攝像	攝像 🎦 📹
攝像機	攝像機 📹
攝影	攝影 📹
攝影機	攝影機 🎥 📹
申	申 🈸
申请	申请 🈸
申請	申請 🈸
身分	身分 🆔
身分证	身分证 🆔
身分證	身分證 🆔
身份	身份 🆔
深夜	深夜 🌃
神马	神马 🐎 🐴
神馬	神馬 🐎 🐴
神庙	神庙 🏛
神廟	神廟 🏛
神社	神社 ⛩
神探	神探 🕵
沈睡	沈睡 💤
沈思	沈思 😔
甚么	甚么 😟
甚麼	甚麼 😟
慎听	慎听 🙉
慎聽	慎聽 🙉
生病	生病 😷 🤒
生化	生化 ☣
生化品	生化品 ☣
生化武器	生化武器 ☣
生化物质	生化物质 ☣
生化物質	生化物質 ☣
生气	生气 😾 😤 😠 😡 👿 💢
生氣	生氣 😾 😤 😠 😡 👿 💢
生日	生日 🎂
生日蛋糕	生日蛋糕 🎂
声音	声音 🔊
胜利	胜利 ✌ 🔱
聲音	聲音 🔊
省省吧	省省吧 🙄
圣巴瑟米	圣巴瑟米 🇧🇱
圣巴泰勒米	圣巴泰勒米 🇧🇱
圣诞岛	圣诞岛 🇨🇽
圣诞节	圣诞节 🎄
圣诞老人	圣诞老人 🎅
圣诞老爷爷	圣诞老爷爷 🎅
圣诞树	圣诞树 🎄
圣多美和普林西比	圣多美和普林西比 🇸🇹
圣多美普林西比	圣多美普林西比 🇸🇹
圣赫勒拿	圣赫勒拿 🇸🇭
圣赫伦那	圣赫伦那 🇸🇭
圣基茨和尼维斯	圣基茨和尼维斯 🇰🇳
圣克里斯多福及尼维斯	圣克里斯多福及尼维斯 🇰🇳
圣露西亚	圣露西亚 🇱🇨
圣卢西亚	圣卢西亚 🇱🇨
圣马力诺	圣马力诺 🇸🇲
圣马利诺	圣马利诺 🇸🇲
圣皮埃尔和密克隆	圣皮埃尔和密克隆 🇵🇲
圣皮耶与密克隆	圣皮耶与密克隆 🇵🇲
圣堂	圣堂 ⛪
圣文森及格瑞那丁	圣文森及格瑞那丁 🇻🇨
圣文森特	圣文森特 🇻🇨
圣文森特和格林纳丁斯	圣文森特和格林纳丁斯 🇻🇨
圣尤斯特歇斯	圣尤斯特歇斯 🇧🇶
圣佑达修斯	圣佑达修斯 🇧🇶
勝利	勝利 ✌ 🔱
聖巴瑟米	聖巴瑟米 🇧🇱
聖巴泰勒米	聖巴泰勒米 🇧🇱
聖誕島	聖誕島 🇨🇽
聖誕節	聖誕節 🎄
聖誕老人	聖誕老人 🎅
聖誕老爺爺	聖誕老爺爺 🎅
聖誕樹	聖誕樹 🎄
聖多美和普林西比	聖多美和普林西比 🇸🇹
聖多美及普林西比	聖多美及普林西比 🇸🇹
聖多美普林西比	聖多美普林西比 🇸🇹
聖赫勒拿	聖赫勒拿 🇸🇭
聖赫倫那	聖赫倫那 🇸🇭
聖基茨和尼維斯	聖基茨和尼維斯 🇰🇳
聖克里斯多福及尼維斯	聖克里斯多福及尼維斯 🇰🇳
聖露西亞	聖露西亞 🇱🇨
聖盧西亞	聖盧西亞 🇱🇨
聖馬丁島	聖馬丁島 🇸🇽
聖馬力諾	聖馬力諾 🇸🇲
聖馬利諾	聖馬利諾 🇸🇲
聖皮埃爾和密克隆	聖皮埃爾和密克隆 🇵🇲
聖皮耶與密克隆	聖皮耶與密克隆 🇵🇲
聖堂	聖堂 ⛪
聖文森	聖文森 🇻🇨
聖文森及格瑞那丁	聖文森及格瑞那丁 🇻🇨
聖文森特和格林納丁斯	聖文森特和格林納丁斯 🇻🇨
聖尤斯特歇斯	聖尤斯特歇斯 🇧🇶
聖佑達修斯	聖佑達修斯 🇧🇶
失恋	失恋 💔
失戀	失戀 💔
失望	失望 ☹ 😔 😞 😥
施工	施工 👷 🚧
狮	狮 🦁
狮城	狮城 🇸🇬
狮子	狮子 🦁
狮子狗	狮子狗 🐩
狮子山国	狮子山国 🇸🇱
狮子头	狮子头 🦁
狮子座	狮子座 ♌
獅	獅 🦁
獅城	獅城 🇸🇬
獅子	獅子 🦁
獅子狗	獅子狗 🐩
獅子山國	獅子山國 🇸🇱
獅子頭	獅子頭 🦁
獅子座	獅子座 ♌
十	十 🔟
十八禁	十八禁 🔞
十点	十点 🕙
十点半	十点半 🕥
十点钟	十点钟 🕙
十點	十點 🕙
十點半	十點半 🕥
十點鐘	十點鐘 🕙
十二点	十二点 🕛
十二点半	十二点半 🕧
十二点钟	十二点钟 🕛
十二點	十二點 🕛
十二點半	十二點半 🕧
十二點鐘	十二點鐘 🕛
十一点	十一点 🕚
十一点半	十一点半 🕦
十一点钟	十一点钟 🕚
十一點	十一點 🕚
十一點半	十一點半 🕦
十一點鐘	十一點鐘 🕚
十字镐	十字镐 ⛏
十字鎬	十字鎬 ⛏
十字架	十字架 ✝
十字路口	十字路口 🚥 🚦
石彫	石彫 🗿
石雕	石雕 🗿
石头	石头 ✊
石頭	石頭 ✊
石像	石像 🗿
时计	时计 ⏲
时间	时间 ⌚ ⌛ 🕐 🕑 🕒 🕓 🕔 🕕 🕖 🕗 🕘 🕙 🕚 🕛
识别卡	识别卡 📛
食物	食物 🍔 🍕 🍖 🍗 🍘 🍙 🍚 🍛 🍜 🍝 🍞 🍟 🍠 🍡 🍢 🍣 🍤 🍥 🍦 🍧 🍨 🍩 🍪 🍫 🍬 🍭 🍮 🍯 🍰 🍱 🍲 🍳 🍴
食指	食指 ☝
時計	時計 ⏲
時間	時間 ⌚ ⌛ 🕐 🕑 🕒 🕓 🕔 🕕 🕖 🕗 🕘 🕙 🕚 🕛
識別卡	識別卡 📛
史巴克	史巴克 🖖
史波克	史波克 🖖
史瓦济兰	史瓦济兰 🇸🇿
史瓦濟蘭	史瓦濟蘭 🇸🇿
豕	豕 🐖
使眼色	使眼色 😉 😜
始业式	始业式 🎒
始業式	始業式 🎒
屎	屎 💩
士多店	士多店 🏪
士多啤梨	士多啤梨 🍓
世界	世界 🌐
仕女帽	仕女帽 👒
示爱	示爱 😘
示愛	示愛 😘
势利	势利 🤑
视频游戏	视频游戏 🎮
饰以丝带的心	饰以丝带的心 💝
是吗	是吗 😳
是嗎	是嗎 😳
适合	适合 🈴
視頻游戲	視頻游戲 🎮
释然	释然 😌
勢利	勢利 🤑
飾以絲帶的心	飾以絲帶的心 💝
適合	適合 🈴
釋然	釋然 😌
收费服务	收费服务 🈂
收費服務	收費服務 🈂
收件匣	收件匣 📥 📨
收件箱	收件箱 📥
收件箱托盘	收件箱托盘 📥
收件箱托盤	收件箱托盤 📥
收信	收信 📩 📪
收讯	收讯 📶
收訊	收訊 📶
收益	收益 🉐
收益报表	收益报表 📈
收益報表	收益報表 📈
收音机	收音机 📻
收音機	收音機 📻
收邮件	收邮件 📩
收郵件	收郵件 📩
手	手 👋 👐
手臂	手臂 💪
手表	手表 ⌚
手錶	手錶 ⌚
手柄	手柄 🎮 🕹
手电	手电 🔦
手电筒	手电筒 🔦
手電	手電 🔦
手電筒	手電筒 🔦
手机	手机 📱
手机关机	手机关机 📴
手機	手機 📱
手機關機	手機關機 📴
手枪	手枪 🔫
手槍	手槍 🔫
手势	手势 ☝ ✊ ✋ ✌ 👆 👇 👈 👉 👊 👋 👌 👍 👎 👏 👐 🙌 🙏
手勢	手勢 ☝ ✊ ✋ ✌ 👆 👇 👈 👉 👊 👋 👌 👍 👎 👏 👐 🙌 🙏
手提包	手提包 👜
手写	手写 ✍
手寫	手寫 ✍
手掌	手掌 ✋
守卫	守卫 💂
守衛	守衛 💂
首饰	首饰 💍
首飾	首飾 💍
寿司	寿司 🍣
受伤	受伤 🤕
受伤了	受伤了 🤕
受傷	受傷 🤕
受傷了	受傷了 🤕
壽司	壽司 🍣
书	书 📖
书包	书包 🎒
书本	书本 📖 📚
书呆子	书呆子 🤓
书籍	书籍 📚
书签	书签 📑 🔖
书签标签	书签标签 📑
书写	书写 ✍
書	書 📖
書包	書包 🎒
書本	書本 📖 📚
書呆子	書呆子 🤓
書籍	書籍 📚
書簽	書簽 📑 🔖
書簽標簽	書簽標簽 📑
書籤	書籤 📑 🔖
書籤標籤	書籤標籤 📑
書寫	書寫 ✍
舒服	舒服 ☺ 😌
熟睡	熟睡 💤
鼠	鼠 🐀 🐭
鼠标	鼠标 🖱
鼠標	鼠標 🖱
鼠脸	鼠脸 🐭
鼠臉	鼠臉 🐭
鼠年	鼠年 🐭
鼠头	鼠头 🐭
鼠頭	鼠頭 🐭
薯条	薯条 🍟
薯條	薯條 🍟
树	树 🌲 🌳 🌴
树袋熊	树袋熊 🐨
树苗	树苗 🌱
树木	树木 🌲
竖拇指	竖拇指 👍
竖起拇指	竖起拇指 👍
竖中指	竖中指 🖕
数码光碟	数码光碟 📀
数码光盘	数码光盘 📀
数字	数字 🔢
数字光碟	数字光碟 📀
数字光盘	数字光盘 📀
数字键盘	数字键盘 🔢
竪拇指	竪拇指 👍
竪起拇指	竪起拇指 👍
數碼光碟	數碼光碟 📀
數碼光盤	數碼光盤 📀
數字	數字 🔢
數字光碟	數字光碟 📀
數字光盤	數字光盤 📀
數字鍵盤	數字鍵盤 🔢
豎中指	豎中指 🖕
樹	樹 🌲 🌳 🌴
樹袋熊	樹袋熊 🐨
樹苗	樹苗 🌱
樹木	樹木 🌲
双版	双版 ⛷
双版滑雪	双版滑雪 ⛷
双胞	双胞 👨‍👩‍👦‍👦 👨‍👩‍👧‍👦 👨‍👩‍👧‍👧
双胞胎	双胞胎 👨‍👩‍👦‍👦 👨‍👩‍👧‍👦 👨‍👩‍👧‍👧
双峰骆驼	双峰骆驼 🐫
双峰驼	双峰驼 🐫
双凤之家	双凤之家 👨‍👩‍👧‍👧
双簧	双簧 🎭
双肩包	双肩包 🎒
双惊叹号	双惊叹号 ‼
双龙之家	双龙之家 👨‍👩‍👦‍👦
双目	双目 👀
双人	双人 👥
双叹号	双叹号 ‼
双弯曲线	双弯曲线 ➿
双眼	双眼 👀
双鱼座	双鱼座 ♓
双掌	双掌 👐
双子座	双子座 ♊
霜淇淋	霜淇淋 🍦
雙版	雙版 ⛷
雙版滑雪	雙版滑雪 ⛷
雙胞	雙胞 👨‍👩‍👦‍👦 👨‍👩‍👧‍👦 👨‍👩‍👧‍👧
雙胞胎	雙胞胎 👨‍👩‍👦‍👦 👨‍👩‍👧‍👦 👨‍👩‍👧‍👧
雙峯駱駝	雙峯駱駝 🐫
雙峰駱駝	雙峰駱駝 🐫
雙峰駝	雙峰駝 🐫
雙鳳之家	雙鳳之家 👨‍👩‍👧‍👧
雙簧	雙簧 🎭
雙肩包	雙肩包 🎒
雙驚嘆號	雙驚嘆號 ‼
雙龍之家	雙龍之家 👨‍👩‍👦‍👦
雙目	雙目 👀
雙人	雙人 👥
雙嘆號	雙嘆號 ‼
雙彎曲線	雙彎曲線 ➿
雙眼	雙眼 👀
雙魚座	雙魚座 ♓
雙掌	雙掌 👐
雙子座	雙子座 ♊
爽	爽 ☺
水	水 💧
水笔	水笔 🖋
水筆	水筆 🖋
水稻	水稻 🌾
水滴	水滴 💧
水果	水果 🍅 🍆 🍇 🍈 🍉 🍊 🍋 🍌 🍍 🍎 🍏 🍐 🍑 🍒 🍓
水果刀	水果刀 🔪
水晶球	水晶球 🔮
水龙头	水龙头 🚰
水龍頭	水龍頭 🚰
水蜜桃	水蜜桃 🍑
水牛	水牛 🐃
水瓶座	水瓶座 ♒
水族馆	水族馆 🐳
水族館	水族館 🐳
睡吧	睡吧 😴
睡觉	睡觉 💤 😪 😴 🛌
睡覺	睡覺 💤 😪 😴 🛌
睡了	睡了 💤 😴
睡睰睰	睡睰睰 💤
睡著	睡著 💤
说不出	说不出 🙊
说话	说话 👄 💬 🗣
說不出	說不出 🙊
說話	說話 👄 💬 🗣
朔	朔 🌑
硕鼠	硕鼠 🐀
碩鼠	碩鼠 🐀
丝带	丝带 🎀
私家车	私家车 🚗 🚘
私家車	私家車 🚗 🚘
思考	思考 💭 😔 😕 🤔
思考中	思考中 💭
斯里兰卡	斯里兰卡 🇱🇰
斯里蘭卡	斯里蘭卡 🇱🇰
斯洛伐克	斯洛伐克 🇸🇰
斯洛维尼亚	斯洛维尼亚 🇸🇮
斯洛維尼亞	斯洛維尼亞 🇸🇮
斯洛文尼亚	斯洛文尼亚 🇸🇮
斯诺克	斯诺克 🎱
斯諾克	斯諾克 🎱
斯威士兰	斯威士兰 🇸🇿
斯威士蘭	斯威士蘭 🇸🇿
絲帶	絲帶 🎀
撕开的日暦	撕开的日暦 📆
撕開的日暦	撕開的日暦 📆
死定了	死定了 😠 😾
死火山	死火山 🗻
死亡	死亡 💀
死猪	死猪 🐖
死豬	死豬 🐖
四	四 4⃣
四点	四点 🕓
四点半	四点半 🕟
四点钟	四点钟 🕓
四點	四點 🕓
四點半	四點半 🕟
四點鐘	四點鐘 🕓
四叶草	四叶草 🍀
四葉草	四葉草 🍀
寺庙	寺庙 🛐
寺庙之国	寺庙之国 🇳🇵
寺廟	寺廟 🛐
寺廟之國	寺廟之國 🇳🇵
寺院	寺院 🛐
松饼	松饼 🍪
松鼠	松鼠 🐿
松树	松树 🌲
松樹	松樹 🌲
鬆餅	鬆餅 🍪
搜索	搜索 🔍
搜寻	搜寻 🔍
搜尋	搜尋 🔍
苏丹	苏丹 🇸🇩
苏里南	苏里南 🇸🇷
苏利南	苏利南 🇸🇷
苏虾	苏虾 👶
蘇丹	蘇丹 🇸🇩
蘇里南	蘇里南 🇸🇷
蘇利南	蘇利南 🇸🇷
蘇蝦	蘇蝦 👶
速食店	速食店 🍔
算了	算了 😪 🙁
随便	随便 😶
随机播放	随机播放 🔀
隨便	隨便 😶
隨機播放	隨機播放 🔀
碎花彩球	碎花彩球 🎊
孙女	孙女 👧
孙子	孙子 👦
孫女	孫女 👧
孫子	孫子 👦
所罗门群岛	所罗门群岛 🇸🇧
所羅門群島	所羅門群島 🇸🇧
所以呢	所以呢 💁
索罗门群岛	索罗门群岛 🇸🇧
索羅門群島	索羅門群島 🇸🇧
索马里	索马里 🇸🇴
索马利亚	索马利亚 🇸🇴
索馬里	索馬里 🇸🇴
索馬利亞	索馬利亞 🇸🇴
索引卡	索引卡 📇
锁	锁 🔒
锁匙	锁匙 🔑
锁定	锁定 🔒
鎖	鎖 🔒
鎖匙	鎖匙 🔑
