# 单字全码
缤	bbaaoo
粜	tcaiou
嬥	tcauao
迢	tcauoa
蜩	tciaua
眺	tciauo
苕	tciiau
佻	tciuov
挑	tciuuo
龆	tcivau
调	tcoaua
祧	tcoauo
跳	tcoiuo
窕	tcoouo
啁	tcouav
鲦	tcuaua
条	tcuavv
朓	tcuuov
笤	tcuvau
髫	tcviau
贴	tdaoiv
帖	tdiaiv
骰	tdiaua
萜	tdiiia
偷	tdiivu
铁	tdiouv
投	tdiuua
头	tdoovu
透	tduvoa
餮	tdvuio
铽	teiovo
特	teuvvo
忑	tevioa
慝	tevioa
忒	tevoao
滩	tfaaoi
澹	tfauav
潭	tfavia
弹	tfavou
炭	tfiavu
菼	tfiiou
贪	tfioao
钽	tfiooi
倓	tfioou
锬	tfioou
镡	tfiovi
摊	tfiuao
探	tfiuoa
忐	tfivoa
袒	tfoaoi
叹	tfoaoo
谈	tfoaou
谭	tfoavi
昙	tfoivv
惔	tfooou
啴	tfooui
郯	tfouai
瘫	tfovao
痰	tfovou
毯	tfuvou
覃	tfvioi
坦	tfvooi
坍	tfvoua
檀	tfvovi
坛	tfvovv
碳	tfvuia
榃	tfvvia
璮	tfvvov
渟	tgaovo
婷	tgauov
汀	tgavii
䗴	tgiauv
蜓	tgiauv
町	tgiavi
葶	tgiiov
莛	tgiiuv
铤	tgiouv
停	tgiovo
挺	tgiuuv
侹	tgiuvi
烃	tgouao
听	tgouuv
烶	tgouuv
庭	tgovuv
亭	tgovvi
艇	tguuuv
廷	tguvao
颋	tguvvu
霆	tgvouv
圢	tgvovi
桯	tgvovv
厅	tgvuvi
梃	tgvuvi
珽	tgvvuv
骀	thaaao
邰	thaoai
台	thaooo
炱	thaoou
汰	thavuo
苔	thiiao
薹	thiivo
钛	thiovu
抬	thiuao
跆	thoiao
呔	thovuo
鲐	thuaao
胎	thuaoo
肽	thuvuo
酞	thvivu
态	thvuoa
太	thvuoo
泰	thvvaa
涂	tjaivv
屠	tjavuo
图	tjiaua
荼	tjiiiv
葖	tjiioo
菟	tjiiua
钍	tjiovo
凸	tjivia
途	tjivoa
突	tjoovu
鹈	tjouua
吐	tjovoo
兔	tjuaia
腯	tjuuuu
徒	tjuuvo
稌	tjuviv
秃	tjuvua
酴	tjviiv
梌	tjvivv
土	tjvoo
堍	tjvoua
㻬	tjvvvo
缇	tkaaoi
绨	tkaaou
涕	tkaoua
媞	tkauoi
屉	tkavvi
荑	tkiiva
锑	tkioou
倜	tkiuav
提	tkiuoi
擿	tkiuov
体	tkiviu
禔	tkoaoi
裼	tkoaoi
剔	tkoiii
踢	tkoioi
蹄	tkoiov
题	tkoivu
惕	tkoooi
悌	tkooou
啼	tkoovo
剃	tkouii
嚏	tkouoo
鹈	tkouua
逖	tkuaoa
鳀	tkuaoi
䴘	tkuuua
棣	tkvavv
醍	tkvioi
趯	tkvoao
梯	tkvoua
替	tkvvoi
瑅	tkvvoi
驼	tlaaoo
驮	tlaavu
陀	tlaioo
沱	tlaooa
沲	tlauva
萚	tliiiu
佗	tliooa
铊	tliooo
侂	tliovu
托	tliuuv
拖	tliuuv
拓	tliuvu
鼍	tloioi
跎	tloioo
唾	tlouvi
庹	tlovav
鸵	tluaoo
魄	tluiui
妥	tluoau
脱	tluouo
乇	tluvaa
箨	tluviu
椭	tlvaiv
酡	tlvioo
橐	tlvivu
柁	tlvooa
坨	tlvooo
砣	tlvuoo
柝	tlvuuv
沺	tmaiav
淟	tmaiav
湉	tmaooi
添	tmavvu
畋	tmiauv
田	tmiavi
佃	tmiiav
黇	tmiiiv
钿	tmioia
掭	tmiuvv
晪	tmoiia
阗	tmoiuo
恬	tmoouv
畑	tmouia
腆	tmuiav
甜	tmuvvi
舔	tmuvvv
填	tmvouo
殄	tmvuiu
忝	tmvviu
兲	tmvvuo
天	tmvvuo
瑱	tmvvuo
烫	tpaaou
汤	tpaauu
淌	tpaiou
溏	tpaovu
帑	tpauia
螳	tpiaio
螗	tpiaov
倘	tpiiou
傥	tpiiou
铴	tpioaa
䣘	tpioai
铛	tpioio
镋	tpioio
镗	tpioio
堂	tpiovo
棠	tpiovv
搪	tpiuov
蹚	tpoiio
嘡	tpoiou
惝	tpooio
羰	tpouia
糖	tpouov
鄌	tpovai
唐	tpovav
饧	tpuaau
躺	tpuiio
膛	tpuiou
樘	tpviou
醣	tpviov
趟	tpvoio
塘	tpvoov
耥	tpvvio
瑭	tpvvov
藤	triiuo
熥	trouao
誊	trouov
疼	trovua
䲢	truouv
滕	truouv
縢	truouv
腾	truouv
螣	truouv
漯	tsaiav
溻	tsaoia
沓	tsaoii
她	tsauai
他	tsiaia
铊	tsiooo
拓	tsiuvu
挞	tsiuvu
褟	tsoaoi
踏	tsoiao
嗒	tsoiii
遢	tsoioa
蹋	tsoioi
阘	tsoioi
趿	tsoiua
闼	tsoivu
它	tsooua
鳎	tsuaoi
獭	tsuavi
鞳	tsviii
榻	tsvoia
塔	tsvoii
塌	tsvooi
彖	ttaavu
湍	ttaiai
疃	ttiaov
团	ttiavi
揣	ttiuia
抟	ttiuvv
煓	ttouia
猯	ttuaia
沌	twavai
臀	twavuu
氽	twiaa
囤	twiava
褪	twoaav
暾	twoiov
忳	twoova
焞	twouov
饨	twuava
鲀	twuava
豚	twuvua
屯	twvaia
坉	twvova
吞	twvvoo
统	tyaaov
通	tyaooa
潼	tyaovo
㛚	tyauao
峒	tyiaia
瞳	tyiaov
峂	tyiaua
同	tyiavo
侗	tyiiav
茼	tyiiia
铜	tyioia
僮	tyiovo
佟	tyiuao
捅	tyiuao
仝	tyiviv
嗵	tyoaoi
哃	tyoiav
曈	tyoiov
恸	tyoovv
烔	tyouia
痛	tyovao
𦒍	tyovao
童	tyovia
鲖	tyuaia
彤	tyuauu
筒	tyuvia
穜	tyuvov
桶	tyvaoi
桐	tyviav
酮	tyviia
垌	tyvoia
橦	tyvovo
砼	tyvuiv
绦	tzaaua
绹	tzaaua
陶	tzaiua
淘	tzauau
滔	tzauoo
洮	tzauov
弢	tzavia
涛	tzavvv
萄	tziiua
掏	tziuua
叨	tzoauu
讨	tzoavi
慆	tzoouo
啕	tzouau
饕	tzovio
逃	tzuooa
鼗	tzuovo
桃	tzvuov
套	tzvuvi
焘	tzvvoo
韬	tzvvuo
梼	tzvvvu
陲	wbaiuv
锤	wbiouv
捶	wbiuuv
倕	wbiuvi
吹	wbouai
炊	wbouua
垂	wbuviv
椎	wbviov
槌	wbvuia
棰	wbvuvi
绸	wdaaua
丑	wdaivv
瞅	wdiauv
畤	wdiavo
帱	wdiavv
畴	wdiavv
雠	wdiooa
犨	wdiovu
仇	wdiuaa
抽	wdiuia
俦	wdivvv
踌	wdoivv
惆	wdooua
瘳	wdovao
臭	wduivu
愁	wduvoa
稠	wduvua
筹	wduvvv
酬	wdviou
椆	wdvuav
澈	weaova
扯	weiuiv
撤	weiuov
㬚	weoiov
彻	weuuva
掣	weuviu
车	wevavi
坼	wevouu
砗	wevuva
绾	wfaaoo
纨	wfaaua
涴	wfaooa
湾	wfaovi
婉	wfauoo
婠	wfauoo
妧	wfauvv
畹	wfiaoo
蜿	wfiaoo
蔓	wfiioi
莞	wfiioo
菀	wfiioo
芄	wfiiua
挽	wfiuua
晚	wfoiua
剜	wfooii
惋	wfoooo
宛	wfooua
完	wfoovv
烷	wfouoo
弯	wfovav
丸	wfuaoo
皖	wfuioo
脘	wfuooa
腕	wfuooa
万	wfvauu
椀	wfvooa
豌	wfvooo
塆	wfvoov
碗	wfvuoo
琬	wfvvoo
顽	wfvvvu
玩	wfvvvv
揣	wgiuia
搋	wgiuuu
啜	wgoaoa
踹	wgoiia
嘬	wgooiv
膪	wguovo
崴	whiavu
外	whuaio
歪	whvuvi
毋	wjaauv
阢	wjaivu
骛	wjaoaa
婺	wjaoau
鹜	wjaoua
鋈	wjauio
妩	wjauvv
浯	wjavia
洿	wjavuo
屋	wjavva
污	wjavva
𣲘	wjavvu
蜈	wjiaov
峿	wjiavi
屼	wjiavu
芴	wjiiua
芜	wjiivv
钨	wjioua
铻	wjiovi
侮	wjiuva
捂	wjiuvi
仵	wjiuvu
伍	wjivia
误	wjoaov
诬	wjoavi
喔	wjoavu
旿	wjoiuv
晤	wjoivi
寤	wjooai
忤	wjoouv
悟	wjoovi
怃	wjoovv
呜	wjouaa
焐	wjouvi
亡	wjovaa
唔	wjovia
於	wjovio
痦	wjovvi
吴	wjovvu
庑	wjovvv
邬	wjuaai
务	wjuaau
乌	wjuaav
勿	wjuauu
鼯	wjuivi
迕	wjuvoa
物	wjuvua
舞	wjuvua
午	wjuvuo
牾	wjuvvi
郚	wjviai
五	wjviav
巫	wjviii
恶	wjvioa
吾	wjvioo
鹀	wjviua
靰	wjvivu
坞	wjvoua
雾	wjvoua
圬	wjvovv
兀	wjvuaa
戊	wjvuau
梧	wjvvia
武	wjvviv
无	wjvvua
杌	wjvvua
鹉	wjvvua
珸	wjvvvi
珷	wjvvvv
驰	wkaaai
池	wkaaia
蚩	wkaiia
媸	wkauai
弛	wkavai
迟	wkavoa
尺	wkavuo
眙	wkiaao
螭	wkiaov
眵	wkiaua
茌	wkiiiv
侈	wkiuao
傺	wkiuao
摛	wkiuov
持	wkiuvo
齿	wkivia
嗤	wkoaii
褫	wkoauu
匙	wkoiua
踟	wkoiuv
叱	wkouaa
炽	wkouou
吃	wkouva
啻	wkovoo
哧	wkovou
痴	wkovuv
瘛	wkovvv
鸱	wkuaua
饬	wkuauv
魑	wkuiov
翅	wkuoao
瓻	wkuova
彳	wkuuii
胣	wkuuva
斥	wkuuvi
笞	wkuvao
篪	wkuvuu
耻	wkviiv
敕	wkviuv
墀	wkvoav
坻	wkvoua
赤	wkvoui
豉	wkvouo
漦	wkvvvu
绰	wlaaiv
渥	wlaavu
淖	wlaivi
涡	wlaoia
戳	wlaova
沃	wlauvu
幄	wliaav
蜗	wliaoi
偓	wliavu
莴	wliioi
握	wliuav
倭	wliuvi
挝	wliuvi
龌	wlivav
逴	wlivoa
龊	wlivoi
啜	wloaoa
喔	wloavu
踔	wloiiv
踒	wloiuv
惙	wlooao
窝	wloooi
斡	wluoio
我	wluviv
肟	wluvva
辍	wlvaao
卧	wlviio
硪	wlvuuv
创	wmiaii
幢	wmiaov
闯	wmoiaa
怆	wmooia
窗	wmooui
噇	wmoovo
疮	wmovia
床	wmovvv
纹	wnaaov
温	wnaoii
汶	wnaovu
蚊	wniaov
芠	wniiov
问	wnoioo
阌	wnoiuo
闻	wnoivi
吻	wnouau
炆	wnouov
紊	wnovaa
瘟	wnovoi
文	wnovuo
刎	wnuaii
鳁	wnuaoi
璺	wnuivv
稳	wnuvua
辒	wnvaoi
榅	wnvoii
雯	wnvoov
韫	wnvvoi
玟	wnvvov
汪	wpavvi
罔	wpiaou
网	wpiauo
旺	wpoivv
惘	wpooia
亡	wpovaa
妄	wpovau
忘	wpovoa
望	wpovvv
魍	wpuiia
往	wpuuov
辋	wpvaia
尪	wpvuvv
王	wpvviv
枉	wpvvvi
歘	wqouua
滃	wrauoa
蕹	wriiov
蓊	wriiuo
嗡	wrouoa
翁	wruoao
鹟	wruoua
瓮	wruova
汊	wsaaoo
叉	wsaooo
娲	wsauoi
姹	wsauoo
婠	wsauoo
娃	wsauvo
洼	wsavov
凹	wsiaia
畖	wsiauu
嵖	wsiavo
蛙	wsiavo
苴	wsiiia
茶	wsiiiv
茬	wsiivu
侘	wsiooa
镲	wsiooo
锸	wsiouv
搽	wsiuii
挖	wsiuoo
插	wsiuuv
佤	wsivaa
衩	wsoaao
诧	wsoaoo
袜	wsoavv
蹅	wsoivo
嚓	wsoooa
察	wsooua
窊	wsoouu
差	wsouvi
𥻗	wsouvo
喳	wsovoi
哇	wsovov
詧	wsuao
猹	wsuavo
馇	wsuavo
岔	wsuoia
刹	wsuoii
腽	wsuoii
邷	wsvaai
瓦	wsvaao
杈	wsvaoo
查	wsvoiv
檫	wsvooa
垞	wsvooo
槎	wsvouv
碴	wsvuvo
楂	wsvvoi
巛	wtaaaa
圌	wtiaia
遄	wtiaoa
串	wtiavi
钏	wtioui
传	wtivva
喘	wtoiai
穿	wtoova
舛	wtuava
川	wtuiii
船	wtuuua
舡	wtuuvi
氚	wtuvui
椽	wtvaav
堾	wtvovv
潍	wwaaav
维	wwaaio
纬	wwaavv
溦	wwaiai
涠	wwaiav
渭	wwaiav
隈	wwaiia
隗	wwaiui
卫	wwaivv
沩	wwaoua
娓	wwauav
洈	wwauav
妫	wwauou
螱	wwavia
慰	wwavoa
洧	wwavuu
尾	wwavuv
𣲗	wwavva
尉	wwavvi
帷	wwiaio
遗	wwiaoa
峗	wwiaua
嵬	wwiaui
胃	wwiauu
巍	wwiauv
畏	wwiava
崴	wwiavu
囗	wwiavv
围	wwiavv
帏	wwiavv
偎	wwiiav
蔚	wwiiav
薇	wwiiuu
萎	wwiiuv
葳	wwiivu
苇	wwiivv
伪	wwioua
位	wwiovo
㧑	wwiuou
伟	wwivva
谓	wwoaia
诿	wwoauv
喂	wwoiav
唯	wwoiov
闱	wwoivv
韪	wwoivv
惟	wwooio
为	wwouao
煟	wwouia
煨	wwouia
炜	wwouvv
亹	wwovui
痿	wwovuv
味	wwovvi
危	wwuaaa
鳚	wwuaav
猥	wwuaia
猬	wwuaia
鳂	wwuaia
鲔	wwuavu
艉	wwuuav
微	wwuuia
委	wwuvau
逶	wwuvoa
魏	wwuvui
霨	wwviav
軎	wwvioo
圩	wwvovv
威	wwvuau
桅	wwvuav
硙	wwvuia
碨	wwvuia
硊	wwvuua
韦	wwvvai
琟	wwvvio
未	wwvviu
违	wwvvoa
玮	wwvvvv
创	wxiaii
幢	wxiaov
闯	wxoiaa
怆	wxooia
窗	wxooui
噇	wxoovo
疮	wxovia
床	wxovvv
涌	wyaaoi
漴	wyaiai
翀	wyaoia
㳘	wyaova
崇	wyiaoo
虫	wyiavi
茺	wyiiov
铳	wyioov
摏	wyiuvv
忡	wyooia
憧	wyooov
宠	wyoovu
冲	wyovia
充	wyovua
艟	wyuuov
种	wyuvia
重	wyuvia
埫	wyvoio
珫	wyvvov
舂	wyvvui
巢	wzaaia
剿	wzaaii
绰	wzaaiv
潮	wzauoo
弨	wzavau
钞	wzioiu
抄	wziuiu
吵	wzoiuo
晁	wzoiuo
怊	wzooau
炒	wzouiu
焯	wzouiv
嘲	wzouoo
朝	wzuouu
超	wzvoau
耖	wzvviu
芯	xbiioa
莘	xbiiov
薪	xbiiov
伈	xbioao
鑫	xbioio
锌	xbioov
镡	xbiovi
信	xbiovv
心	xboaoo
昕	xboiuu
忻	xboouu
炘	xbouuu
歆	xbovua
辛	xbovuo
新	xbovuu
衅	xbuiou
囟	xbuiuo
欣	xbuuua
馨	xbvouv
绡	xcaaio
骁	xcaava
潇	xcaiia
消	xcaiou
洨	xcaovu
姣	xcauov
涍	xcauov
淆	xcauov
蟏	xciaii
蛸	xciaio
崤	xciauo
萧	xciiav
翛	xciiua
削	xcioii
销	xcioio
逍	xciooa
肖	xciouu
小	xciuoo
啸	xcoavv
晓	xcoiva
宵	xcooio
恔	xcooov
咲	xcoouv
敩	xcoouv
嚣	xcoovu
哮	xcouov
哓	xcovau
鸮	xcovua
效	xcovuv
猇	xcuaiv
虓	xcuaiv
枭	xcuavv
魈	xcuiio
皛	xcuiui
孝	xcuoai
箫	xcuvav
筱	xcuvii
篠	xcuvii
笑	xcuvuv
霄	xcvoio
枵	xcvova
校	xcvovu
硝	xcvuio
绁	xdaavi
缬	xdaavo
𠙶	xdaiai
瀣	xdaivu
泻	xdaoav
澥	xdauau
勰	xdauia
泄	xdavii
渫	xdavii
屑	xdavio
沤	xdavuo
蝎	xdiaoi
偶	xdiiav
薢	xdiiua
薤	xdiivu
藕	xdiivv
携	xdiuio
挟	xdiuvo
撷	xdiuvo
揳	xdiuvv
偕	xdivau
斜	xdivoo
偰	xdivvi
㙦	xdivvo
些	xdivvv
谢	xdoaui
写	xdoava
谐	xdoava
讴	xdoavu
躞	xdoiov
歇	xdoiua
懈	xdooua
怄	xdoovu
叶	xdouoo
吽	xdouvv
燮	xdovao
亵	xdoviu
廨	xdovua
呕	xdovuo
解	xduaau
蟹	xduaia
邂	xduaoa
獬	xduaua
胁	xduauo
鲑	xduavo
血	xduiai
协	xduoau
卸	xduvai
邪	xdvaai
榍	xdvavu
鞋	xdvivo
颉	xdvovu
榭	xdvuia
区	xdvuoa
欧	xdvuua
殴	xdvuua
鸥	xdvuua
瓯	xdvuva
絜	xdvvaa
耦	xdvvia
𤫉	xdvvou
契	xdvvvu
械	xdvvvu
楔	xdvvvv
阿	xeaivo
婀	xeauai
姶	xeauiv
娥	xeauuv
涐	xeauvi
屙	xeavai
崿	xeiaoo
峨	xeiauv
蛾	xeiauv
萼	xeiioo
莪	xeiiuv
苊	xeiivu
锷	xeiooo
锇	xeiouv
俄	xeiuvi
扼	xeiuvu
讹	xeoaiu
谔	xeoaoo
遏	xeoioa
阏	xeoiov
鄂	xeooai
愕	xeoooo
鹗	xeooua
颚	xeoovu
额	xeoovu
哦	xeouvi
呃	xeovua
鳄	xeuaoo
饿	xeuauv
腭	xeuoov
鹅	xeuvua
轭	xevavu
恶	xevioa
噩	xevioo
垩	xevivo
堨	xevooi
厄	xevuaa
𥔲	xevuoo
黯	xfiaov
岸	xfiavu
盦	xfioia
铵	xfiooo
按	xfiuoo
揞	xfiuov
俺	xfivuo
谙	xfoaov
暗	xfoiov
安	xfooau
案	xfoovv
唵	xfovuo
庵	xfovvu
𩽾	xfuaoo
犴	xfuavv
胺	xfuooa
氨	xfuvoo
鞍	xfvioo
桉	xfvooa
垵	xfvooo
埯	xfvovu
鹌	xfvuua
骍	xgaaov
陉	xgaiao
姓	xgauuv
婞	xgauvo
荥	xgiiaa
荇	xgiiuu
钘	xgiovv
铏	xgiovv
省	xgiuia
擤	xgiuui
星	xgoiuv
惺	xgoooi
兴	xgoouo
性	xgoouv
悻	xgoovo
煋	xgouoi
饧	xguaau
猩	xguaoi
腥	xguoiu
行	xguuvv
醒	xgvioi
杏	xgvoo
幸	xgvoou
硎	xgvuvv
邢	xgvvai
刑	xgvvii
瑆	xgvvoi
形	xgvvuu
型	xgvvvo
隘	xhaiou
欸	xhaoua
嫒	xhauuo
彐	xhavvv
蔼	xhiioa
茓	xhiioo
薛	xhiiui
艾	xhiiuo
削	xhioii
锿	xhioov
挨	xhiuao
踅	xhiuoi
捱	xhiuvu
诶	xhoaao
谑	xhoaiv
唉	xhoaou
哎	xhoiiu
暧	xhoiuo
噱	xhoiva
泶	xhooaa
学	xhooai
峃	xhooia
穴	xhoouo
嗌	xhoouv
嗳	xhouoo
癌	xhovoo
哀	xhovou
鳕	xhuavo
血	xhuiai
皑	xhuiia
爱	xhuovu
矮	xhuvuv
靴	xhviiu
毐	xhvoaa
埃	xhvoao
雪	xhvoav
霭	xhvooa
砹	xhvuii
碍	xhvuoi
叆	xhvvuo
瑷	xhvvuo
陑	xjaivu
洱	xjavii
峏	xjiavu
铒	xjiovi
佴	xjivii
咡	xjovii
呒	xjovvu
儿	xjuaa
尔	xjuaiu
迩	xjuaoa
饵	xjuavi
鲕	xjuavu
耳	xjviiv
而	xjvuia
鸸	xjvuua
耏	xjvuuu
贰	xjvvao
二	xjvvv
珥	xjvvvi
细	xkaaia
绤	xkaauo
隙	xkaiiu
隰	xkaioi
枲	xkaoov
戏	xkaova
习	xkaovv
汐	xkauao
潟	xkauiv
溪	xkauoo
浠	xkauov
媳	xkauui
洗	xkauvi
嬉	xkauvo
屃	xkavao
犀	xkavau
屣	xkavuu
淅	xkavuu
酅	xkiaai
嶍	xkiaao
巇	xkiaiv
螅	xkiaui
睎	xkiauo
蟋	xkiauo
蜥	xkiavu
葸	xkiiia
蓰	xkiiuu
茜	xkiivi
菥	xkiivu
锡	xkiooi
铣	xkiouv
傒	xkiuoo
俙	xkiuov
翕	xkivao
僖	xkivoo
歙	xkivua
裼	xkoaoi
䜣	xkoauu
禧	xkoavo
禊	xkoavv
曦	xkoiou
阋	xkoiui
晞	xkoiuo
蹊	xkoiuo
暿	xkoivo
晰	xkoivu
穸	xkooua
窸	xkoouo
忾	xkoouv
恓	xkoovi
惜	xkoovi
吸	xkouao
熻	xkouiv
爔	xkouou
唏	xkouov
熄	xkouui
烯	xkouuo
羲	xkouuv
粞	xkouvi
席	xkovia
𠅤	xkovia
嘻	xkovoo
鳛	xkuaao
觿	xkuaia
系	xkuaiu
夕	xkuaoo
饻	xkuaov
饩	xkuauv
玺	xkuavv
息	xkuioa
舄	xkuiua
鼷	xkuiuo
奚	xkuoaa
郗	xkuoai
郤	xkuoai
悉	xkuooa
欷	xkuoua
谿	xkuouo
兮	xkuova
希	xkuovu
徙	xkuuiv
肸	xkuuou
舾	xkuuvi
膝	xkuvia
腊	xkuvii
稀	xkuvuo
牺	xkuvvi
樨	xkvavu
西	xkviau
觋	xkviia
昔	xkvioi
熙	xkvioo
醯	xkviov
憙	xkvooa
喜	xkvooo
熹	xkvooo
檄	xkvuia
袭	xkvuov
矽	xkvuua
皙	xkvuui
豨	xkvuuo
析	xkvuuv
硒	xkvuvi
栖	xkvvia
湑	xlaaiv
绪	xlaauo
续	xlaauo
胥	xlaiuu
溆	xlaivv
浒	xlaoau
矞	xlaoia
絮	xlauaa
婿	xlauai
洫	xlauia
勖	xliaau
冔	xliaov
盱	xliavv
蓿	xliioo
蓄	xliiov
叙	xlivao
虚	xlivii
谞	xloaai
诩	xloaao
许	xloauv
喔	xloavu
煦	xloioo
昫	xloiua
嘘	xloiva
旴	xloivv
恤	xlooui
糈	xlouai
呴	xlouao
噢	xlouia
欻	xlouua
哦	xlouvi
序	xlovao
畜	xlovia
吁	xlovvi
旭	xluaoi
魆	xluiva
媭	xluuau
徐	xluuiv
须	xluuvu
栩	xlvaov
醑	xlviai
酗	xlviuo
墟	xlvoiv
垿	xlvoov
需	xlvovu
圩	xlvovv
戌	xlvuvv
珝	xlvvao
砉	xlvvvu
顼	xlvvvu
缐	xmaaui
纤	xmaauv
线	xmaavv
限	xmaiav
险	xmaiiv
陷	xmaiua
孅	xmauii
涎	xmauiv
娴	xmauoi
嫌	xmauou
弦	xmavov
县	xmiaao
岘	xmiaia
蚬	xmiaia
崄	xmiaiv
盷	xmiaua
见	xmiaua
仙	xmiiai
贤	xmiiao
苋	xmiiia
莶	xmiiiv
藓	xmiiua
锨	xmiouu
铣	xmiouv
伭	xmiova
掺	xmiuao
挦	xmiuav
掀	xmiuuu
禒	xmoaaa
诜	xmoauv
祆	xmoavv
㬎	xmoiaa
显	xmoiii
暹	xmoioa
鹇	xmoiua
跣	xmoiuv
跹	xmoiuv
闲	xmoivv
忺	xmooua
宪	xmoouv
籼	xmouia
羡	xmouov
咁	xmovii
痫	xmovoi
冼	xmovuv
猃	xmuaiv
鲜	xmuaou
狝	xmuaua
馅	xmuaua
𤞤	xmuavi
献	xmuovu
腺	xmuuia
衔	xmuuio
舷	xmuuov
氙	xmuvia
先	xmuvua
筅	xmuvuv
酰	xmviuv
霰	xmvovi
咸	xmvuoo
燹	xmvuou
现	xmvvia
恩	xniaoa
蒽	xniiia
摁	xniuia
嗯	xnoiav
唔	xnovia
盎	xpiaia
昂	xpoiua
肮	xpuovu
绣	xqaauv
滫	xqaiua
溴	xqauia
岫	xqiaia
䗛	xqiaii
修	xqiiua
脩	xqiiua
锈	xqiouv
鸺	xqivua
休	xqivv
袖	xqoaia
咻	xqoivv
宿	xqooiv
羞	xqouai
嗅	xqouia
庥	xqoviv
馐	xquaou
臭	xquivu
貅	xquoiv
秀	xquvau
髹	xqviiv
朽	xqvvaa
琇	xqvvuv
珛	xqvvvu
嗯	xroiav
唔	xrovia
阿	xsaivo
遐	xsavoa
翈	xsiaao
瞎	xsiaoo
虾	xsiavi
峡	xsiavo
黠	xsiavo
锕	xsioai
侠	xsivou
啊	xsoaiv
呷	xsoiav
暇	xsoiav
吖	xsooui
瘕	xsovav
吓	xsovio
嗄	xsovui
狎	xsuaia
狭	xsuavo
罅	xsuviv
腌	xsuvuo
辖	xsvaoo
匣	xsviav
柙	xsviav
下	xsvioo
霞	xsvoav
槎	xsvouv
夏	xsvuua
硖	xsvuvo
厦	xsvuvu
瑕	xsvvav
绚	xtaaua
渲	xtaooa
泫	xtaova
漩	xtaova
嬛	xtauia
翾	xtiaao
悬	xtiaoa
眩	xtiaov
儇	xtiiai
萱	xtiioo
铉	xtioov
镟	xtioov
揎	xtiuoo
禤	xtoaia
谖	xtoauo
暄	xtoioo
暅	xtoioo
昡	xtoiov
暶	xtoiov
晅	xtoivo
吅	xtooo
喧	xtoooa
愃	xtoooo
宣	xtoovo
券	xtouau
煊	xtouoo
炫	xtouov
烜	xtouvo
玄	xtovaa
咺	xtovoi
痃	xtovov
癣	xtovua
旋	xtovuv
衒	xtuuov
选	xtuvoa
轩	xtvavv
楦	xtvooa
碹	xtvuoo
璿	xtvviv
瑄	xtvvoo
琄	xtvvou
玹	xtvvov
璇	xtvvov
巡	xwaaoa
浚	xwaaou
驯	xwaaui
汛	xwaavi
浔	xwaavv
逊	xwaioa
欸	xwaoua
洵	xwauao
迅	xwavoa
寻	xwavvi
巽	xwavvi
峋	xwiaua
荨	xwiiav
荀	xwiiua
薰	xwiiuv
蕈	xwiivi
诶	xwoaao
勋	xwoaau
讯	xwoaav
询	xwoaua
训	xwoaui
噀	xwoava
曛	xwoiuv
窨	xwooov
恂	xwooua
郇	xwuaai
鲟	xwuaav
旬	xwuaoi
獯	xwuauv
徇	xwuuua
循	xwuuuu
熏	xwuvoo
醺	xwviuv
埙	xwvooa
栒	xwvuao
殉	xwvuua
珣	xwvvua
飨	xxaaio
骧	xxaaov
乡	xxaauu
缃	xxaavi
降	xxaiua
湘	xxavia
蟓	xxiaua
芗	xxiiaa
葙	xxiivi
镶	xxioov
像	xxiuai
祥	xxoaou
详	xxoaou
翔	xxouao
响	xxouia
鲞	xxouua
享	xxovoa
襄	xxovoo
庠	xxovou
象	xxuaia
饷	xxuaui
向	xxuioo
香	xxuvoi
箱	xxuvvi
巷	xxviav
相	xxviav
想	xxvioa
项	xxvivu
橡	xxvuai
厢	xxvuvi
瓖	xxvvov
珦	xxvvui
熊	xyaooo
汹	xyauoa
芎	xyiiav
诇	xyoaia
讻	xyoauo
兄	xyouaa
夐	xyuaua
匈	xyuauo
凶	xyuoai
胸	xyuuau
雄	xyvuio
隩	xzaiui
澳	xzauia
媪	xzauoi
凹	xziaia
艹	xziii
拗	xziuaa
傲	xzivvi
袄	xzoauv
懊	xzooui
噢	xzouia
鏖	xzovio
嗷	xzovvi
廒	xzovvv
翱	xzuiao
奥	xzuivu
岙	xzuvia
坳	xzvoaa
奡	xzvuvu
骜	xzvvaa
嶅	xzvvia
螯	xzvvia
鏊	xzvvio
遨	xzvvoa
熬	xzvvoo
鳌	xzvvua
敖	xzvvuv
聱	xzvvvi
獒	xzvvvu
璈	xzvvvv
骃	ybaaia
洇	ybaiav
隐	ybaiua
阴	ybaiuu
姻	ybauia
淫	ybauoo
溵	ybauua
引	ybavii
尹	ybavvu
蚓	ybiaav
崟	ybiaio
蟫	ybiavi
因	ybiavu
荫	ybiiai
茵	ybiiia
茚	ybiiua
银	ybioav
铟	ybioia
龈	ybivav
龂	ybivuu
冘	yboaua
吲	yboava
禋	yboavi
吟	yboioa
訚	yboiov
愔	ybooov
窨	ybooov
嚚	yboovi
寅	yboovi
喑	yboovo
瘾	ybovai
音	ybovoi
印	ybuaai
胤	ybuaao
夤	ybuaoo
狺	ybuaov
䲟	ybuaua
饮	ybuaua
殷	ybuuua
氤	ybuvia
鄞	ybviai
霪	ybvoau
垠	ybvoav
慭	ybvooa
圻	ybvouu
堙	ybvovi
珢	ybvvav
幼	ydaaau
油	ydaiav
